Video ID,Comment,Toxicity,Type,target
u8Y9W0rFGZU,الحياة لأ شي من دون نباحك يانعيمي,1,1,1
qej8hvq2lZo,"اريد يوم اشوفك مسوي رده فعل وفريقك فايز

يحجي ع ميسي ولكك نته وتاريخ فريقك ما جيبون شويه من ميسي",0,,
oeNHYAiggks,باور اغلب متابعينهم اطفال ايش توقع منهم اغبياء و ردودهم تضحك صراحه يدافعون عنهم كأنهم اربارهم,1,2,1
NWsNVfHsuF0,خسارة ربحو الكلاب نتاع السعودية ان شاء الله يتقساو,1,2,1
qej8hvq2lZo,لهم ثلاث سنوات مربينكم,1,1,1
qej8hvq2lZo,"وفي لليلة البدراء يفتقد الظلماء  

لينكارد",0,,
qej8hvq2lZo,تعصب و كأن مان يونايتد راح يعطيك شيء,0,,
qej8hvq2lZo,نبي ردت فعل على مبارات لفر بول,0,,
u8Y9W0rFGZU,انكس انسان شفته بحياتي هوه انته,1,1,1
NWsNVfHsuF0,الف الف مبروك للمنتخب السعودي لكل مجتهد نصيب يستاهل الأخضر السعودي الفوز وبجداره,0,,
NWsNVfHsuF0,ياسلامي عليكم يالسعوديه,0,,
u8Y9W0rFGZU,امسح هاي القناة الثانية همين يا فاشل,0,,
qej8hvq2lZo,المقطع عباره عن يعيال الله يعينك على الفريق الزق,1,1,1
qej8hvq2lZo,يبو راس مربع,1,1,1
EF9RniqmCzM,فريقك لو يغيب منه نفس العناصر الي غابت عن الريال كان مو بس تشوف اداء ممل و صدارة راح تشوفه حرفيا في المراكز الأخيرة و المشكلة أنو انتو لما يكون فريقكم عناصره غايبين كل دقيقة راح تلاقي المشجعين يصيحون و حظنا سيء بس بالعكس الريال رغم الاصابات بس متصدر و بدون تعثر و انت خلك فنفاقك الي ما يتغير يوم يقول الفريق سيء و يوم يقول فريقنا بينافس عالثلاثية و هو تشافي نفسه قال هدفنا تجاوز دور المجموعات عشان تعرف قيمة فريقك امام الريال,0,,
u8Y9W0rFGZU,اعترف ان ريال مدريد عمك,1,1,1
u8Y9W0rFGZU,لازم كل مدريدي ينسحب من قناة او يبغي اشتراك شفت نهائي عبالك عندو عداوه مع ريال اول واحد الغي اشتراك اتمنى من كل مدريدي يتابع نهائي و يلغي اشتراك,0,,
EF9RniqmCzM,اخ ما أنتن رائحة التعصب الخارجة من فمك ه تشاوميني وكامافينجا قطهم في البحرلهالدرجة مؤذية الصدارة على الفشخلونيالعاقبة للتحفيل عليك في نهاية الموسم,1,1,1
u8Y9W0rFGZU,ضل عوي,1,1,1
qej8hvq2lZo,اكول ابلع ابلع ابلع,1,1,1
qej8hvq2lZo,ابلع بس,1,1,1
NWsNVfHsuF0,حن والعراق اخوان وهاردلكم,0,,
qej8hvq2lZo,ياخي ليه تعصب نفسك ايش بي تستفيد,0,,
NWsNVfHsuF0,كسم العراق,1,1,1
oeNHYAiggks,ما اسمح لك,0,,
NWsNVfHsuF0,"كم انت كبير ياعراق ضحكة شخص هزت دولة 
عاش العراق من قلب اليمن",0,,
qej8hvq2lZo,ليش قفلت الفيديو ترا في سادس توتنهامي ولا احد يكلمني ابلعو,1,1,1
qej8hvq2lZo,باريس وتمسح بمانشستر يونايتد الارض اصبر ويش بيسوي نيمار فيكم,0,,
qej8hvq2lZo,"ولك ابلع 
وهذا الاعب الي ضيع جزاء
جلدكم  و",1,1,1
NWsNVfHsuF0,كقو عمر,0,,
qej8hvq2lZo,هات الي بعدو,0,,
oeNHYAiggks,"انا فان لباور وعادي ترا ما قال الا حقه واكيد لو كنت مكانه راح ازعل وذا رأييه الشخصي مستحيل توصل تهديد لعائلته عشان يوتيبرز قال حقه والي ما يتقبلون أراء الباقي ذول متخلفين معليكم منهم ما يمثلون فان  الفرق مثل باور وفالكون وبيكس وار ايت وتي يو ابد امسحوها بوجهنا تكفون 
تعديل ادعوا لأهلنا بفلسطين والسودان",0,,
qej8hvq2lZo,في الاول كانت متفاجء وعامل اليونايتد أفضل فريق في العالم لما في الاخر قاعدة تصوط,0,,
qej8hvq2lZo,كانوا يضحكوا على برشلونة   و الان الضحك صار فيهم,0,,
qej8hvq2lZo,كمان تدين تدان و السادس من كين,0,,
u8Y9W0rFGZU,والله غثيث هذا,1,1,1
qej8hvq2lZo,كان قصدو ميسي اقلك ابلع واسكت بس ستة توجع,1,1,1
u8Y9W0rFGZU,"اصلا من بعد ٢٠٢٢ انت خلاص مت كرويا 
فكر خاطئ  رأي خاطئ  أفكار خاطئ",0,,
qej8hvq2lZo,"نادي الضحك هو منشستر يونيتد 
الي يوافقني لايك",0,,
u8Y9W0rFGZU,لابس تيشيرت نادي إلي مخلنكم بلا شرف,1,1,1
qej8hvq2lZo,والله العظيم بلعها جلوري باالبداية بس يصارخ وبالنهاية بلعها,1,1,1
u8Y9W0rFGZU,أسخف مشجع حقد حقد حقد حقد الريال عاملك مشكله في دماغك,1,1,1
qej8hvq2lZo,يا ابو راس مربع ه,1,1,1
qej8hvq2lZo,ممكن اجي ادافع بدل ماجواير,0,,
NWsNVfHsuF0,"مبروك منتخبنا
وهارد لك منتخب العراق الشقيق",0,,
NWsNVfHsuF0,الف الف مبروك لسعودية الشقيقة والف مبروك لليمن  هاردلك للعراق والبحرين  كلنا اخوان,0,,
u8Y9W0rFGZU,عم تشجع اللي هتك شرفك وكرامة فريئك ؟ بيضل مدريد داعسك وداعس العالم للي بلا اخلاق متلك واخر شي ابلع يا زبالة,1,2,1
qej8hvq2lZo,اني مشجع مدريدي بس مانشستر يونايتد قهر ابدال ما يجيب كو لي بالي جايبلي كافاني عمر  سنة ولله ضحكت,0,,
qej8hvq2lZo,أستنا ذا المقطع من خسارة برشلونة والبيرن,0,,
qej8hvq2lZo,احمد ربك ياجلوري ماشجعت النصر,0,,
oeNHYAiggks,ياخي باور خ،را ليش تتابعوهم ياخي مقرفين,1,2,1
NWsNVfHsuF0,مبروك لأطهر أرض جنود التوحيد دعسوا أرض الشقاق والنفاق,1,2,1
qej8hvq2lZo,القم هاد جزاء الي يتخوث على الطلاب,1,1,1
qej8hvq2lZo,القم ه,1,1,1
qej8hvq2lZo,لاتشجع اليونايتد احسنلك اترك اليونايتد,0,,
u8Y9W0rFGZU,"هذا تعليقي على ردة فعله في الاياب شفتها في السناب يحلف بالله كثير و كلها امور مو صحيحة
اترك رب العالمين تحلف برب العالمين كثير يا تافه وعلى امور تافهة مثلك 
انجس شخص في البحرين 
كل كلمة والثانية اقسم بالله اقسم بالله والله العظيم والله العظيم وعلى امور هو فيها غلط شخصية تافهة لدرجة لا توصف
تاج راسك ريال مدريد",0,,
u8Y9W0rFGZU,للأسف لست منصف و متعصب جدا سلييا و متنمر,0,,
NWsNVfHsuF0,هاردلك اخواننا العراقيين مبروك لمنتخبنا وعقبال البطوله,0,,
qej8hvq2lZo,استون فيلا مصخرنا المفروض تفرح,0,,
qej8hvq2lZo,هندرسون و أرنولد,0,,
u8Y9W0rFGZU,البحرين بلد غشاش، ننتظر في إندونيسيا، أيها الخاسرون، سأدمر لاعبي البحرين,1,1,1
qej8hvq2lZo,لازم يحطو جنب اللايك عاليوتيوب اضحكني,0,,
qej8hvq2lZo,"بعد هاي المباراة لازم انو سولشاير يطلع ويدعمون الفريق بصفقات ممتازه واهم شي صفقات الدفاع لازم الدفاع كامل يتغير وبعدها تعزز الفريق بسانشو يعطي قوه هجومه لليونايتد 
واذا بقى اليونايتد على هاي الحاله يجوز ينتهي الموسم وهو مركز العاشر",0,,
EF9RniqmCzM,هذا تقريبا اكرة برشلوني شفتة بحياتي,1,1,1
qej8hvq2lZo,حاب اذكرك ياجلوري وانا والله احبك واتبعك اول بول لاكن انت تقول ذاك اليوم ان مورينيو مات من بعد طلع عن تدريب ريال مدريد تقول عنه خلاص انتهى الان سكتك مورينيو ويليته سكتك بفوز  ولا  لا سكتك بسداسيه  نبي نتكلم حق صح ولا لا مورينيو باقي مدرب توتنهام وهو يسكت من يقول عنه مات او مايعرف يدرب سكتكم حاب اذكر اشوف كلامي صدق اتمنى الكل يتفق معي,0,,
qej8hvq2lZo,"بالله ايش تتوقع يا جلوري و اساسا لعب الانجليز لعب اناني فعشان كذا الدوري الانجليزي انشهر بسبب لعب الاناني و المستفز 
عكس الدوري الاسباني الي لعبهم ممتع يحسسك انك تستمتع 
اما الدوري الانجليزي حرام فيه ينشهر المفروض الدوري الاسباني يكون الاول و الدوري الانجليزي الثاني",0,,
u8Y9W0rFGZU,الامانه انا  اتعاطفت معك    قاعد تشجع كل الانديه الا ضد الريال  فريقك مو موجود الله يلوم اللي يلومك بس باين عليك ما شاء الله مشتري كل اطقم الانديه,0,,
qej8hvq2lZo,حزنت يوم شفت الابتسامه ف الهدف الاول,0,,
qej8hvq2lZo,سحبان الله وبحمده سبحان الله العظيم أستغفر الله الذي لااله الا هو الحي القيوم وأتوب اليه عدد خلقه ورضى نفسه وزنة عرشه ومداد كلماته,0,,
qej8hvq2lZo,ابلع ه,1,1,1
qej8hvq2lZo,والله ياقعدت اضحك ضحك,0,,
NWsNVfHsuF0,"فاز منتخبنا السعودي وهو في اسوأ حالاته منتخب بلا نجوم ولكن استفزاز يونس كان له صدى عند اللاعبين ولعبوا بروح التحدي
بقية المباريات لا تهمنا ان خسرنا يكفينا هذا الأنتصار والتحدي ردا على من يسخر بمنتخبنا",0,,
qej8hvq2lZo,أبو راس مربع من اول المقطع,1,1,1
qej8hvq2lZo,"الاسم جلوري

المهنه ايش قايل لكم",0,,
EF9RniqmCzM,احترم نفسك وانت تحكي عن ريال مدريد,0,,
EF9RniqmCzM,ليش شوف برشلونه انت كل سنه صيح مره حكم مره مدرب مره ما عرف منو,1,1,1
qej8hvq2lZo,تعجبني الدنيا عندما تدور قبل كم يوم جلوري نشر تغريدة على تويتر عندما خسر شالكة ب  اهداف مقابل لاشيء من البايرن وقال جلوري في التغريدة شالكة سجلو هدفين خل نتذكر ذلك النتيجة قصدة مباراة برشلونة وبايرن وبعدها السبيرس فاز ب الستة,0,,
qej8hvq2lZo,معليش المباره الثانية لازم جلوري يلعب بدال,0,,
u8Y9W0rFGZU,ها ياانجس من شفت كيف الاياب,1,1,1
qej8hvq2lZo,الله يعينك,0,,
u8Y9W0rFGZU,ازق برشلوني في التاريخ,1,1,1
qej8hvq2lZo,إدارة من جولي شيك,0,,
EF9RniqmCzM,حبيبي اسكت على اساس برشلونه مستواه جيد  في الدوري الاسباني ما راح يستمر على الاداء اللي قدمه امام بيتيس لان ليفادوسكي كبير وبطيئ تحتاج مهاجم خفيف وسريع في دوري الابطال بيخرج كل موسم نفس الكلام قادمون ثم ترجعو  ا ما ريال  مدريد عنده لاعبين ممتازيين وانت ادا مامستمعت في ريال مدريد روح تابع برشلونه احنا  المدريديين مستمتعين وزياد هل تغار لان احنا متصدرين لاننا اقوياء المفروض ريال مدريد في البريمير ليغ مو في الدوري الاسباني وثاني الفريق فقط خط الدفاع متخادل اما الحارس والوسط  ممتازيين وكارفخال يؤدي افضل اداء,0,,
qej8hvq2lZo,وطو الصوت يا محترمين,0,,
oeNHYAiggks,"مع اني مو فان باور لكن ماتوصل إنكم ترفعون قضيه على كلان كامل وكلنا عارفين انه كلان تي يو وفالكون وباور دايم يطقطقون على بعض ولكن ماتوصل تكبير المواضيع عادي يقدر يتكلم مع باور بالخاص ويتفاهم معهم مو زي كذا ما شاف الفيد ويوصلها محاكم تراها مو لعبه 
ثانياً الناس اذواق زيي أنا مايعجبني محتواك ولكني ما انتقدت فعن النبي صلى الله عليه وسلم قال قل خيراً او اصمت",0,,
qej8hvq2lZo,حسيت بشعورك لما خسرت البارسا ف,0,,
gvURpU4zGuQ,"يعني انتم افضل من النبي صلى الله عليه وسلم 
او كيف نشتي نفهم مالكم ومال اليمن ايش الغل الي فيكم",0,,
qej8hvq2lZo,ابلع ستة توتنهام الفراخ سحقو الشياطين الحمر سحق وضربوكم بستة يوم برشلونة خسرت ب٨ كنت تهايط الان حان وقت باريس سان جيريمان وانشاء الله تبلع ٢٠ ولاتنسى ستة وتخيل يا عزيزي المشاهد لولا ضربات الجزاء كالعادة لكانت النتيجة ٧ وفي النهاية مورينيو استرجع حقه وجلدكم جلد في اولد ترافولد,1,1,1
NWsNVfHsuF0,من ولاية الحفوزليق ، الف ميروك للمنتخب للسعودي وهاردلك منتخب العراقي,0,,
qej8hvq2lZo,القم ه ٦,1,1,1
qej8hvq2lZo,هذا الفريق كويس بس دفاعو سيء,1,1,1
NWsNVfHsuF0,من سوريا مبروك للسعودية وهاردلك للعراق,0,,
NWsNVfHsuF0,سببك يايونس,0,,
qej8hvq2lZo,جلوري ابن عمي توتنهامي وقالك الجم,0,,
u8Y9W0rFGZU,"ذوله سحلوكم  وتشجهم  
هلا مدريد",0,,
qej8hvq2lZo,وعندهم ارنولد,0,,
qej8hvq2lZo,الحلوه زعلانه,0,,
qej8hvq2lZo,يا فرحة ما تمت,0,,
qej8hvq2lZo,عادك ولا شفت شي ولا راح تنجحو الا اذا شفتو مدرب مزبووط,0,,
NWsNVfHsuF0,اعرف نفسك ابو منتخب منفوخ انت امام السعودي,1,1,1
EF9RniqmCzM,لا يوجد شئ جديد النباح و الصياح هي عادة البرشلوني و متصدر لا تكلمني,1,1,1
qej8hvq2lZo,صورة المباراة زي الزق الكل تسوي ردة  فعل زي الناس انت مافي مبارة كان فريقك او فريق بلدك خاسر فيها وكملتها على الاقل اكتب في العنوان فيديو زق او نص فيديو,1,1,1
u8Y9W0rFGZU,يا اخي كلامك يغث,1,1,1
u8Y9W0rFGZU,اقول بلا سلكان ،، سمعنا صياحك,1,1,1
u8Y9W0rFGZU,انتا مريض نفسي ما عندك اي زبده,1,1,1
u8Y9W0rFGZU,عمري ماشفت بشر مهان كد البرشلوني الي يشجع بايرن ميونخ كل هذا لأجل البغض والحقد بريال مدريد,0,,
qej8hvq2lZo,مسحوب بيكم الأرض,1,1,1
qej8hvq2lZo,قلتلي لي بعدو,0,,
u8Y9W0rFGZU,حاط بيك  وتشجعه ولك طم روحك,1,1,1
u8Y9W0rFGZU,مراح يحط رياكشن العودة ه,0,,
EF9RniqmCzM,بدي اشوفك اخر الموسم انت وصياحك وما تستعجل على كانسيلو,1,1,1
qej8hvq2lZo,هع بدايتها هياط ومدح ونهايتها صرراخ,0,,
EF9RniqmCzM,كل سنه بتطلع بتحفل ع مدريد وبعد هيك تختفي ه عمر البوس جاب اولاد طبعا لا,0,,
qej8hvq2lZo,أتوقع يقصد ميسي,0,,
qej8hvq2lZo,ابلع ابلعع,1,1,1
qej8hvq2lZo,إلى متى إلى متى,0,,
u8Y9W0rFGZU,مابقه فريق ماشجعته ه حته الي حطو بيكم ٨ ورب مابيكم خير فريق فاشل,1,1,1
qej8hvq2lZo,جلوري تحمست شوي اول مقطع,0,,
qej8hvq2lZo,"البدايةما عندنا لعب جيبو الي بعدو

النهايةانا ليش قاعد اصور يلعن ابو الفريق",0,,
EF9RniqmCzM,حجي اذلف نسيت كنت تشجع البايرن؟,1,1,1
qej8hvq2lZo,من جا من دب يشجع اليونايتد,1,1,1
NWsNVfHsuF0,المغرب ومصر والجزائر وتونس تستناكم فكأس العرب  غير ضاحكين مبروك السعودية وهاردلك العراق راضي شنيشل هو السبب فالخسارة اما كان ربحتو,0,,
qej8hvq2lZo,الله يعوضكم خير من قلب ستاوي,0,,
u8Y9W0rFGZU,ابلع يا فاشل,1,1,1
qej8hvq2lZo,"هات الي بعدو 
انصدم بالستة",0,,
qej8hvq2lZo,جلوري لعد تلعن في اطفال يتابعونك عيب,0,,
qej8hvq2lZo,"ابلع حبيبي اليونايتدين 
تشيلساوي مر من هنا",1,1,1
NWsNVfHsuF0,تاتي الرياح بما لا تشتهي السفن     زعلت علا العراق   اكره المنتخب السعودي وخاصة البليهي                       تحياتي من اليمن,0,,
qej8hvq2lZo,الله يعينك على الفريق هذا ه,0,,
oeNHYAiggks,اسم الفريق باور,0,,
NWsNVfHsuF0,العراق الف مبروك على الواحد,0,,
qej8hvq2lZo,يابو ٦,0,,
NWsNVfHsuF0,ه خطية,0,,
u8Y9W0rFGZU,ياخي ولله مهانين حيوانات بدون كرامه ياخي شنو هاذ الرخص تشجع فريق مغتصبك اغتصاب تام ٨٢ و٥ مباريات مسجل١٩هدف عليكم وانتو بس هدفين شنو سوا بيكم الريال وصلكم لهاي المرحله من الرخص مسح كرامتكم ولو ما عدكم كرامه الريال خلاكم مثل العاهره تشجعون مغتصبينكم,1,1,1
qej8hvq2lZo,اخيرا الردع الفعل,0,,
u8Y9W0rFGZU,تحسه مايشجع غير الفريق اللي يلعب ضد الريال,0,,
qej8hvq2lZo,لا تتعب نفسك على الفريق افتح قلبك,0,,
qej8hvq2lZo,فضيحه لفربول   استون فيلا,0,,
u8Y9W0rFGZU,"عبدالله انت لست برياضي 
وبالنسبه للنجاسه فريقك انجس فريق على الكره الارضيه يكفي كل اندية اوربا لبسو شارة المثليه الا ريال ماتلونو 
يكفي الفريق الوحيد المادخل بالسياسه ومادعم الصهاينه مثل باقي الفرق على الاقل حترمو المسلمين 
اخ عبدالله انا انصحك كون رجل بكل مكان لأن انت چاي تقدم محتوى الكل العالم مو كاعد الحالك حتى تجاوز على نادي تاريخه اقدم من دولتك ومن علمك",1,1,1
EF9RniqmCzM,كل موسم نفس الحكي ريال مدريد سلكان اسكت ياخي,0,,
oeNHYAiggks,علاء وربي لو تشوف التمساح بتخاف حط نفسك مكانهم علاء و الصراحة محتوى باور يجنن مرة و محتواهم للصغار و للكبار و الصراحة ذيك البنت قهرتني يعني كيف تهدد البنت و ذي ما تتسمى فانز باور ذي حقيره و الصراحة باور ما يسوون ذي الحركات و تيمهم مؤدبين و ذي بس كتبت ذا التعليق جمعتو كل فانز باور و قلتو عنهم أطفال و كذا الصراحه الغلط عليها و ذي ما تتسمى فانز باور و بس علاء  ارفعو التعليق عشان علاء يشوف,0,,
qej8hvq2lZo,علشان الفلوس,0,,
EF9RniqmCzM,يحجي ع المتعه وهوه الموسم الي راح  جولات ال  جوله يفوز    ويرجع يدافع والله متعجب فاز بمباره  اهداف واداء حلو والله انكم البرشلونيين أكبر متناقضين شفتهم,0,,
qej8hvq2lZo,مغواير ابو راس مربعه,1,1,1
qej8hvq2lZo,تم جلد الصغير ه,1,1,1
NWsNVfHsuF0,"والله يستحقون الفوز السعودية
لعبهم يجنن اخذو بتعبهم
والعراق الحبيب ان شاء الله نعوض بجايات وتبطلون لعبكم البارد


طالبة سادس 
احس طلاب السادس مثل المنتخب اذا ميمزق نفسه حتى يفوز يروح كلشي عليه والوقت يروح بس لازم منأيس ونبقى نقاوم لاخر نفس وثانية",0,,
qej8hvq2lZo,لما خسرت برشلونة تشمت ياعبد العزيز الكم,1,1,1
NWsNVfHsuF0,العراق تم دعسه رسميا تحت الشبشب,1,1,1
gvURpU4zGuQ,"أنت محق، الحضارات الشمالية في شبه الجزيرة العربية تعتبر امتدادًا للحضارات الجنوبية القديمة، حيث تشير النقوش والآثار إلى تأثير حضارات سبأ وحضرموت وقتبان على الحضارات الشمالية 

الكتابة النبطية والثمودية واللحيانية تعتبر تحولات من الكتابه السبئية القديمة، مما يدل على التأثير الثقافي واللغوي للحضارات الجنوبية على الشمال
 أ د محمد الانباري باحث واستاذ في تاريخ العرب القديم",0,,
qej8hvq2lZo,كمان تدين تدان و السادس من كين,0,,
qej8hvq2lZo,ه طقطقه,0,,
u8Y9W0rFGZU,مشجعي برشلونة لا يفقهون شيء في كورة  القدم بس بيضلو يبكو ويشجعون لي بلعهم ثمانية,1,1,1
qej8hvq2lZo,والله حاجه تقهر,0,,
qej8hvq2lZo,القم يادب,1,2,1
qej8hvq2lZo,اكثر شي كنت انتظره بعد مباراة اليونايتد ردة فعل جلوري  الحمدالله ما اشجع اليونايتد,0,,
qej8hvq2lZo,مهما يخسر اليونايتد ب  و  و  يبقى كبير,0,,
qej8hvq2lZo,الله يعين اليونايتد,0,,
gvURpU4zGuQ,"ياعمي هذولا يكذبو في تاريخ دولهم وانسابهم 

كيف بلله نسالوهم عن تاريخ غيرهم",1,1,3
qej8hvq2lZo,تظحك على برشلونة القم,1,1,1
u8Y9W0rFGZU,نباحك طرب,1,1,1
EF9RniqmCzM,صيح صيح,1,1,1
qej8hvq2lZo,تستاهلو تضحك على البارص,0,,
qej8hvq2lZo,صلوا على النبي,0,,
qej8hvq2lZo,ترا فان دياك بلع,1,1,1
EF9RniqmCzM,الموسم الخامس اللي تقول فيه ذا الكلام يا رجل مدريد جاب الابطال و انت تقول قادمون يا اوروبا,0,,
u8Y9W0rFGZU,صياحك طرب,1,1,1
qej8hvq2lZo,والله العظيم فشلنا ياخي هو وبايلي,0,,
u8Y9W0rFGZU,صياحك طرب يا منتهي,1,1,1
EF9RniqmCzM,انا مدريدي صراحه ما اقتنع بكلامك لا تقارن برشلونه بالملوك,0,,
qej8hvq2lZo,الهياط لي في البداية,0,,
NWsNVfHsuF0,هذا السعودي حلق فوق فوق  يونس محمود  اخ تفوه,1,1,1
u8Y9W0rFGZU,مصكوكك منهم  و ولك عين تشجعُهم؟,0,,
qej8hvq2lZo,ارنولد لن يناسنه الله,0,,
qej8hvq2lZo,"غير فريق لأنكم قبل كنتوا اساطير 
بس الان انتو  معفنين",1,1,1
EF9RniqmCzM,يحلل ويفضل ويطبل فقط من مبارة واحدة تخيل سخافة,0,,
u8Y9W0rFGZU,اهم حاجه شفناك اليوم وانت تصيح يا ذليل,1,1,1
qej8hvq2lZo,هنا عرف ابو عابد انهو جاب العيد,0,,
qej8hvq2lZo,هاذا رد مورينيو,0,,
u8Y9W0rFGZU,شخص وانسان متخلف لوما الريال انت ومحتواك حقك  يابسة,1,1,1
qej8hvq2lZo,القم يا الفقمة,1,2,1
EF9RniqmCzM,فريقك الموسم الماضي اخذ الدوري من غير اداء بس انت شخص حاقد ويضل الريال على راسك هو اصلا انت ماعندك مبدأ بس خرجت برشلونه من دوري الابطال شجعت بايرن الي خرج فريقك,1,1,1
qej8hvq2lZo,بداية المقطع ماعندنا لعب وبعدها,0,,
NWsNVfHsuF0,مبروك اخيرا شفنا الروح من زمان عنها,0,,
u8Y9W0rFGZU,"لابس  كلر ميونخ اللي مبلعك ٨ 
 عفيه",1,1,1
qej8hvq2lZo,هاردلكم انت تضحكني والله,0,,
qej8hvq2lZo,جلوري شنو رأيك على صفقة كافاني الى يونايتد اسمر الله يسعدك يا اسطورة,0,,
NWsNVfHsuF0,الاردن الجبناء شبيكم تتلوكون للسعوديه نسيتو انتم سنين عاايشين من خير العراق,1,1,1
qej8hvq2lZo,العبين كلهم ودوهم الزباله الى فرنانديز جيبو لعيبه جديدين,1,1,1
qej8hvq2lZo,ه فريقك زبال وربي,1,1,1
u8Y9W0rFGZU,انته منوو الي خلاك تتابع كوره,0,,
NWsNVfHsuF0,"معلق مباراه 
نص بسله",0,,
qej8hvq2lZo,احلى ردة فعل من ڨلوري,0,,
u8Y9W0rFGZU,اكتر انسان والله شوفته بيحقد وبفرح فيك جدا يا اخى اسلوبك جدا مستفز,0,,
EF9RniqmCzM,غصباً غن خشمك متصدرين الدوري,1,1,1
u8Y9W0rFGZU,البحرين كلب الدجال,1,2,1
qej8hvq2lZo,مبروك سانشو وكافاني,0,,
u8Y9W0rFGZU,راح استمر اضحك عليك والله,0,,
oeNHYAiggks,للاسف يلا ماحيل في مصر,0,,
oeNHYAiggks,اهم شي انك صريح,0,,
u8Y9W0rFGZU,بلا كرامة,1,1,1
u8Y9W0rFGZU,ريال مدريد عمك يا مشجع انجس فريق,1,2,1
qej8hvq2lZo,يا جلوري فريقك منتهي زي الاتحاد في دوري ه,0,,
qej8hvq2lZo,بموت وين طوط,0,,
qej8hvq2lZo,ابلع يا ابو ٦ ابعلع,1,1,1
EF9RniqmCzM,انته اثول شسويلك عدنه ٥ اصابات,1,1,1
qej8hvq2lZo,والله اني زعلت عليك يا جلوري,0,,
EF9RniqmCzM,والله إنك غبي كيف تحكم على برشلونه من مباراه واحده لا تحكم عليه إلا من بعد أقل شي ثلاث مباريات تعلم الرياضه يامطبل,1,1,1
NWsNVfHsuF0,تم طرد المزارعين,1,1,1
EF9RniqmCzM,صياحك طرب,1,1,1
u8Y9W0rFGZU,كىىم العراقين,1,2,1
qej8hvq2lZo,"الله يسعدك 


انا ليفربولي",0,,
qej8hvq2lZo,الي كل شوي يحدث و ينتظر المباراه يثبت وجوده ه,0,,
qej8hvq2lZo,سوي ع مباراة ليفر امس,0,,
u8Y9W0rFGZU,اختك على اخت تشجيعك المقرف,1,1,1
u8Y9W0rFGZU,العراق تاجراسك,0,,
qej8hvq2lZo,ولله اليونايتد كان يستاهل لو لا الدفاع,0,,
u8Y9W0rFGZU,ابلع ما عندكم كرامة,1,1,1
oeNHYAiggks,"انا اتابع كل شي
باور فالكون كل قناة موجوده اتابعها",0,,
u8Y9W0rFGZU,على فكرة انت واحد تافه و كل واحد تافه مثلك يتابعك، بايرن ميونيخ هو يلي بلعكم ٨ في مباراة واحدة، شوي خلي يكون عندك إحساس و عدل عندما تتكلم عن اسيادك و أسياد العالم شاء من شاء وأبى من ابى,1,1,1
oeNHYAiggks,ترا ماسبوه ذولي مبزره يسبونه علا انهم يدرون وبعدين من انت وبعدين تأكد اولا وبعدين تكلم,0,,
qej8hvq2lZo,أين ألكسندر ارنولد,0,,
NWsNVfHsuF0,الف مبروك للمنتخب السعودي واداء جدا رائع من المنتخب العزيز العراقي واهم شي هو الوحدة الخليجية بينا والله يسعد كل الشعوب  وأقول جاكم الاعصار ما شي يعيقةمنتخبنا اليوم بعد عن طريقة وأحب اشكر اخواننا في اليمن السعيد والعراق والاردن وسوريا الحرة الابية والمغرب ومصر والسودان وجميع الدول العربية الجميلة على حبكم للسعودية لاننا بأختصار نحبكم ياحبايبنا,0,,
qej8hvq2lZo,والله انك مبدع يا قلوري,0,,
u8Y9W0rFGZU,"بلنتي العادة  يا تافه يا منافق؟
على اساس بايرن جايب الجول الثاني دبلكيك؟
ابلع يا مقرف انت وشكلك",1,1,1
qej8hvq2lZo,ه حبيبي و ارنولد فين,0,,
u8Y9W0rFGZU,توحكيم ياخي انت ابله,1,1,1
NWsNVfHsuF0,هذا رد لوليد الفراج من عبدالله الحمدان سد حلقك بحصاه ما احد اهلكم الا الحمدان اللي تنتقدونه,0,,
qej8hvq2lZo,لاتزعل يا جلوري ان شاء الله القادم افضل,0,,
EF9RniqmCzM,يلعن طمطم من غابئك,1,1,1
qej8hvq2lZo,هات الي بعدو ها ه هني الي بلعوكم  والله زعلت عليك انقصفت الجبه,1,1,1
qej8hvq2lZo,مثلنا ولا شي,1,1,1
qej8hvq2lZo,لا تنسى ارنولد وغوميز,0,,
NWsNVfHsuF0,من العراق  الف مبروك للسعودية قدموا مباراة رائعة وكانوا يستحقون الفوز اكثر من عندنا وهاردلك لمنتخبنا والقادم افضل ان شاء الله,0,,
qej8hvq2lZo,اذا توتنهام كذا شلون باريس,0,,
u8Y9W0rFGZU,اعرف مكانتك جدام البحرين,0,,
EF9RniqmCzM,تذكر الربعيه حق رمضان,0,,
NWsNVfHsuF0,شكرا يونس محمود,0,,
NWsNVfHsuF0,العراق خرا اني سعودي,1,1,1
qej8hvq2lZo,ما عندنا لعب أجل ها,0,,
qej8hvq2lZo,احمد ربك انو خليناها  بس,0,,
qej8hvq2lZo,ه تضحك على برشلونة جائكم الرد ب ه,0,,
qej8hvq2lZo,اللهم صلي وسلم على سيدنا محمد وعلى آله وصحبه تسليما مشاء الله سبحان الله لا لإله إلى الله محمد رسول الله صلى الله عليه وسلم على سيدنا محمد وعلى آله وصحبه تسليما مشاء الله سبحان الله لا لإله إلى الله محمد رسول الله صلى الله عليه وسلم على سيدنا محمد وعلى آله وصحبه تسليما مشاء,0,,
